DEL	INS	MNV	SNV	barcode	med_tdepth	med_ndepth	med_VAF	purity_medVAF	cancer	sample15	cna_barcode	cna_nb_seg	cna_cancer	purity_cn_loss	nb_arm_loss	nb_arm_gain	nb_arm_CNA	min_arm_log2R	max_arm_log2R	purity_cna_vaf	purity_ascat	ploidy_ascat	purity_infinium	purity_absolute_infinium	purity_absolute_SKCM	ploidy_absolute_SKCM	doublings_absolute_SKCM	purity_methyl_SKCM	cg05630725_SOX5_beta	cg14112754_GP5_beta
13	4	2	241	TCGA-58-A46J-01A-11D-A24D-08	62.5	74.5	0.1961867	0.3923735	LUSC	TCGA-58-A46J-01	TCGA-58-A46J-01A-11D-A24C-01	199	LUSC	0.2978007	10	3	13	-0.2326	-0.2326	0.3450871	0.2	3.49320709893563	0.45	NA	NA	NA	NA	NA	NA	NA
5	2	1	357	TCGA-58-8393-01A-11D-2323-08	83	80	0.2222222	0.4444444	LUSC	TCGA-58-8393-01	TCGA-58-8393-01A-11D-2322-01	144	LUSC	0.2643212	16	7	23	-0.2045	-0.2045	0.3543828	0.4	1.75220585336219	0.47	NA	NA	NA	NA	NA	NA	NA
11	10	4	326	TCGA-58-8392-01A-11D-2323-08	53	54	0.4	0.8	LUSC	TCGA-58-8392-01	TCGA-58-8392-01A-11D-2322-01	387	LUSC	0.6882434	15	4	19	-0.6085	-0.6085	0.7441217	0.69	1.79670386727507	0.72	NA	NA	NA	NA	NA	NA	NA
24	8	6	765	TCGA-58-8391-01A-11D-2323-08	58	68	0.3716814	0.7433628	LUSC	TCGA-58-8391-01	TCGA-58-8391-01A-11D-2322-01	401	LUSC	0.8563069	11	10	21	-0.8063	-0.8063	0.7998349	0.53	3.19243137823284	0.68	NA	NA	NA	NA	NA	NA	NA
32	6	13	906	TCGA-58-8390-01A-11D-2323-08	52	54	0.4385965	0.877193	LUSC	TCGA-58-8390-01	TCGA-58-8390-01A-11D-2322-01	303	LUSC	0.6906961	16	3	19	-0.6112	-0.6112	0.7839445	0.65	1.73175634739893	0.8	NA	NA	NA	NA	NA	NA	NA
13	3	10	368	TCGA-58-8388-01A-11D-2323-08	56	56	0.3535809	0.7071617	LUSC	TCGA-58-8388-01	TCGA-58-8388-01A-11D-2322-01	172	LUSC	0.7206598	10	3	13	-0.6446	-0.6446	0.7139107	0.62	1.86306300002721	0.61	NA	NA	NA	NA	NA	NA	NA
12	4	3	319	TCGA-58-8387-01A-11D-2293-08	89	61	0.2027615	0.4055231	LUSC	TCGA-58-8387-01	TCGA-58-8387-01A-11D-2292-01	292	LUSC	0.3548718	12	6	18	-0.2818	-0.2818	0.3801975	0.4	1.92034216341057	0.54	NA	NA	NA	NA	NA	NA	NA
19	17	7	467	TCGA-58-8386-01A-11D-2293-08	74	68	0.2777778	0.5555556	LUSC	TCGA-58-8386-01	TCGA-58-8386-01A-11D-2292-01	357	LUSC	0.3128363	13	15	28	-0.2454	-0.2454	0.4341959	0.37	3.12165970578256	0.5	NA	NA	NA	NA	NA	NA	NA
8	3	0	62	TCGA-57-1994-01A-01W-0894-08	58	143	0.2297297	0.4594595	OV	TCGA-57-1994-01	TCGA-57-1994-01A-01D-0648-01	529	OV	1.113127	9	12	21	-1.1732	-1.1732	0.7297297	0.6	3.60533425293637	NA	NA	NA	NA	NA	NA	NA	NA
28	16	0	110	TCGA-57-1993-01A-01W-0699-08	96	85.5	0.2149949	0.4299897	OV	TCGA-57-1993-01	TCGA-57-1993-01A-01D-0648-01	707	OV	0.910852	16	11	27	-0.8768	-0.8768	0.6704209	0.81	3.94782474454083	NA	NA	NA	NA	NA	NA	NA	NA
51	60	0	119	TCGA-57-1992-01A-01W-0699-08	93.5	80.5	0.2062674	0.4125348	OV	TCGA-57-1992-01	TCGA-57-1992-01A-01D-0648-01	386	OV	0.8834096	17	3	20	-0.8409	-0.8409	0.6479722	0.81	1.61133943847572	NA	NA	NA	NA	NA	NA	NA	NA
8	9	0	30	TCGA-57-1586-01A-02W-0633-09	14	10	0.3333333	0.6666667	OV	TCGA-57-1586-01	TCGA-57-1586-01A-02D-0559-01	473	OV	0.8948823	3	14	17	-0.8558	-0.8558	0.7807745	0.7	2.57381174903944	NA	NA	NA	NA	NA	NA	NA	NA
27	10	17	900	TCGA-56-A62T-01A-11D-A401-08	47	53	0.4109553	0.8219105	LUSC	TCGA-56-A62T-01	TCGA-56-A62T-01A-11D-A400-01	429	LUSC	0.6255066	19	9	28	-0.5411	-0.5411	0.7237086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
11	4	3	305	TCGA-56-A5DS-01A-11D-A27K-08	67	81	0.1818182	0.3636364	LUSC	TCGA-56-A5DS-01	TCGA-56-A5DS-01A-11D-A27J-01	69	LUSC	0.2735602	6	7	13	-0.2122	-0.2122	0.3185983	0.27	2.12119768300017	0.49	NA	NA	NA	NA	NA	NA	NA
36	8	16	2123	TCGA-56-A5DR-01A-11D-A27K-08	58	61	0.2941176	0.5882353	LUSC	TCGA-56-A5DR-01	TCGA-56-A5DR-01A-11D-A27J-01	222	LUSC	0.3362946	7	18	25	-0.2656	-0.2656	0.4622649	0.37	3.35870904615063	0.6	NA	NA	NA	NA	NA	NA	NA
20	14	6	455	TCGA-56-A4ZK-01A-11D-A25L-08	65	80	0.2688172	0.5376344	LUSC	TCGA-56-A4ZK-01	TCGA-56-A4ZK-01A-11D-A25M-01	299	LUSC	0.5284873	16	4	20	-0.4427	-0.4427	0.5330609	0.35	3.61909609018773	0.58	NA	NA	NA	NA	NA	NA	NA
7	4	2	58	TCGA-56-A4ZJ-01A-11D-A25L-08	64	62	0.1351351	0.2702703	LUSC	TCGA-56-A4ZJ-01	TCGA-56-A4ZJ-01A-11D-A25M-01	116	LUSC	0.1963743	10	2	12	-0.1491	-0.1491	0.2702703	0.23	1.91885447226392	0.3	NA	NA	NA	NA	NA	NA	NA
11	4	0	264	TCGA-56-A4BY-01A-11D-A24D-08	46	53	0.3061224	0.6122449	LUSC	TCGA-56-A4BY-01	TCGA-56-A4BY-01A-11D-A24C-01	253	LUSC	0.616234	12	7	19	-0.5314	-0.5314	0.6142394	0.56	1.86207731440373	0.6	NA	NA	NA	NA	NA	NA	NA
8	1	9	308	TCGA-56-A4BX-01A-11D-A24D-08	47	55	0.4540769	0.9081537	LUSC	TCGA-56-A4BX-01	TCGA-56-A4BX-01A-11D-A24C-01	351	LUSC	1.032254	13	10	23	-1.0473	-1.0473	0.9540769	0.64	3.30426532546784	0.85	NA	NA	NA	NA	NA	NA	NA
20	4	6	479	TCGA-56-A4BW-01A-11D-A24D-08	56	46	0.2826087	0.5652174	LUSC	TCGA-56-A4BW-01	TCGA-56-A4BW-01A-11D-A24C-01	337	LUSC	0.5777254	12	11	23	-0.4918	-0.4918	0.5714714	0.53	2.04602013464188	0.59	NA	NA	NA	NA	NA	NA	NA
13	10	10	615	TCGA-56-A49D-01A-11D-A24D-08	52	38.5	0.3199518	0.6399037	LUSC	TCGA-56-A49D-01	TCGA-56-A49D-01A-11D-A24C-01	279	LUSC	0.3859335	19	16	35	-0.3093	-0.3093	0.5129186	0.54	1.58924064445514	0.56	NA	NA	NA	NA	NA	NA	NA
44	280	5	461	TCGA-56-8629-01A-11D-2395-08	35	46	0.2777778	0.5555556	LUSC	TCGA-56-8629-01	TCGA-56-8629-01A-11D-2391-01	309	LUSC	0.5607672	2	19	21	-0.4747	-0.4747	0.5581614	0.5	3.13171036724703	0.68	NA	NA	NA	NA	NA	NA	NA
39	4	16	774	TCGA-56-8628-01A-11D-2395-08	66	64	0.2048193	0.4096386	LUSC	TCGA-56-8628-01	TCGA-56-8628-01A-11D-2391-01	178	LUSC	0.4052835	10	5	15	-0.3267	-0.3267	0.407461	0.44	1.96936378019044	0.53	NA	NA	NA	NA	NA	NA	NA
12	8	12	425	TCGA-56-8626-01A-11D-2395-08	78	75	0.2040816	0.4081633	LUSC	TCGA-56-8626-01	TCGA-56-8626-01A-11D-2391-01	279	LUSC	0.4076031	10	7	17	-0.3288	-0.3288	0.4078832	0.42	2.17351065678871	0.46	NA	NA	NA	NA	NA	NA	NA
38	200	6	753	TCGA-56-8625-01A-11D-2395-08	49	56	0.1894737	0.3789474	LUSC	TCGA-56-8625-01	TCGA-56-8625-01A-11D-2391-01	282	LUSC	0.3663488	7	2	9	-0.2919	-0.2919	0.3726481	0.63	4.71214814493966	0.52	NA	NA	NA	NA	NA	NA	NA
9	3	4	230	TCGA-56-8624-01A-11D-2395-08	53	53.5	0.2352941	0.4705882	LUSC	TCGA-56-8624-01	TCGA-56-8624-01A-11D-2391-01	96	LUSC	0.4192601	14	5	19	-0.3394	-0.3394	0.4449242	0.51	2.15753977310905	0.42	NA	NA	NA	NA	NA	NA	NA
2	9	0	0	TCGA-56-8623-01A-11D-2395-08	16	23	0.1428571	0.2857143	LUSC	TCGA-56-8623-01	TCGA-56-8623-01A-11D-2391-01	39	LUSC	0.006643156	0	0	0	-0.0048	-0.0048	0.2857143	1	1.96514948824868	0.22	NA	NA	NA	NA	NA	NA	NA
29	115	4	401	TCGA-56-8622-01A-11D-2395-08	47	56	0.2272727	0.4545455	LUSC	TCGA-56-8622-01	TCGA-56-8622-01A-11D-2391-01	187	LUSC	0.4616327	5	4	9	-0.3786	-0.3786	0.4580891	0.45	2.31361406770522	0.61	NA	NA	NA	NA	NA	NA	NA
96	916	3	447	TCGA-56-8504-01A-11D-2395-08	21	37	0.1764706	0.3529412	LUSC	TCGA-56-8504-01	TCGA-56-8504-01A-11D-2391-01	175	LUSC	0.5854923	5	17	22	-0.4997	-0.4997	0.4692168	0.35	3.65001774234122	0.6	NA	NA	NA	NA	NA	NA	NA
15	8	2	126	TCGA-56-8503-01A-11D-2395-08	76	64	0.1388889	0.2777778	LUSC	TCGA-56-8503-01	TCGA-56-8503-01A-11D-2391-01	1290	LUSC	0.1144309	0	2	2	-0.085	-0.085	0.2777778	0.25	1.778050252752	0.36	NA	NA	NA	NA	NA	NA	NA
5	1	1	150	TCGA-56-8309-01A-11D-2293-08	71	81	0.1636364	0.3272727	LUSC	TCGA-56-8309-01	TCGA-56-8309-01A-11D-2292-01	92	LUSC	0.3018075	12	3	15	-0.236	-0.236	0.3145401	0.2	3.50186724952617	0.48	NA	NA	NA	NA	NA	NA	NA
23	11	7	592	TCGA-56-8308-01A-11D-2293-08	66	82	0.3030303	0.6060606	LUSC	TCGA-56-8308-01	TCGA-56-8308-01A-11D-2292-01	391	LUSC	0.4068302	9	13	22	-0.3281	-0.3281	0.5064454	0.41	3.41181667691224	0.62	NA	NA	NA	NA	NA	NA	NA
21	8	22	820	TCGA-56-8307-01A-11D-2293-08	62	90	0.3125	0.625	LUSC	TCGA-56-8307-01	TCGA-56-8307-01A-11D-2292-01	168	LUSC	0.6063194	17	1	18	-0.5211	-0.5211	0.6156597	0.62	1.80135630341791	0.63	NA	NA	NA	NA	NA	NA	NA
33	5	18	780	TCGA-56-8305-01A-11D-2293-08	79	68	0.3076923	0.6153846	LUSC	TCGA-56-8305-01	TCGA-56-8305-01A-11D-2292-01	528	LUSC	0.4646155	16	5	21	-0.3814	-0.3814	0.5400001	0.33	4.24715386746943	0.6	NA	NA	NA	NA	NA	NA	NA
21	8	5	470	TCGA-56-8304-01A-11D-2323-08	58	67	0.2941176	0.5882353	LUSC	TCGA-56-8304-01	TCGA-56-8304-01A-11D-2322-01	157	LUSC	0.397416	12	6	18	-0.3196	-0.3196	0.4928256	0.31	3.54054666402336	0.64	NA	NA	NA	NA	NA	NA	NA
19	18	5	213	TCGA-56-8201-01A-11D-2244-08	62	77	0.2121212	0.4242424	LUSC	TCGA-56-8201-01	TCGA-56-8201-01A-11D-2243-01	242	LUSC	0.1978739	8	3	11	-0.1503	-0.1503	0.4242424	0.23	3.16453342085111	0.48	NA	NA	NA	NA	NA	NA	NA
15	6	2	335	TCGA-56-8083-01A-11D-2244-08	55	63	0.4285714	0.8571429	LUSC	TCGA-56-8083-01	TCGA-56-8083-01A-11D-2243-01	430	LUSC	0.8205617	8	4	12	-0.7619	-0.7619	0.8388523	0.82	2.0199991448136	0.84	NA	NA	NA	NA	NA	NA	NA
17	3	8	398	TCGA-56-8082-01A-11D-2244-08	56	53	0.3850788	0.7701576	LUSC	TCGA-56-8082-01	TCGA-56-8082-01A-11D-2243-01	326	LUSC	0.7834463	14	4	18	-0.7172	-0.7172	0.7768019	0.53	5.40262064653202	0.76	NA	NA	NA	NA	NA	NA	NA
23	8	11	566	TCGA-56-7823-01B-11D-2244-08	45.5	137	0.45	0.9	LUSC	TCGA-56-7823-01	TCGA-56-7823-01B-11D-2243-01	502	LUSC	0.8198257	10	3	13	-0.761	-0.761	0.8599128	0.71	3.52898943067354	0.86	NA	NA	NA	NA	NA	NA	NA
20	6	15	669	TCGA-56-7822-01A-11D-2122-08	60	61	0.2598523	0.5197046	LUSC	TCGA-56-7822-01	TCGA-56-7822-01A-11D-2121-01	228	LUSC	0.3549858	6	9	15	-0.2819	-0.2819	0.4373452	0.3	3.84429276917686	0.52	NA	NA	NA	NA	NA	NA	NA
17	3	3	252	TCGA-56-7731-01A-11D-2122-08	75	61	0.1428571	0.2857143	LUSC	TCGA-56-7731-01	TCGA-56-7731-01A-11D-2121-01	111	LUSC	0.2105701	7	4	11	-0.1605	-0.1605	0.2481422	0.23	1.9780905686823	0.4	NA	NA	NA	NA	NA	NA	NA
29	21	11	735	TCGA-56-7730-01A-11D-2122-08	52	58	0.4255319	0.8510638	LUSC	TCGA-56-7730-01	TCGA-56-7730-01A-11D-2121-01	754	LUSC	0.5256286	14	11	25	-0.4399	-0.4399	0.6883462	0.71	3.09020050789187	0.77	NA	NA	NA	NA	NA	NA	NA
14	3	2	321	TCGA-56-7582-01A-11D-2042-08	48	50	0.4115236	0.8230471	LUSC	TCGA-56-7582-01	TCGA-56-7582-01A-11D-2041-01	270	LUSC	0.4499659	12	17	29	-0.3677	-0.3677	0.6365065	0.51	3.40854808785319	0.69	NA	NA	NA	NA	NA	NA	NA
11	4	6	260	TCGA-56-7580-01A-11D-2042-08	56	67	0.2682927	0.5365854	LUSC	TCGA-56-7580-01	TCGA-56-7580-01A-11D-2041-01	294	LUSC	0.4554356	19	4	23	-0.3728	-0.3728	0.4960105	0.52	1.77281251370936	0.57	NA	NA	NA	NA	NA	NA	NA
12	5	5	476	TCGA-56-7579-01A-11D-2042-08	49.5	48	0.35	0.7	LUSC	TCGA-56-7579-01	TCGA-56-7579-01A-11D-2041-01	672	LUSC	0.622359	15	4	19	-0.5378	-0.5378	0.6611795	0.62	1.92827818214027	0.63	NA	NA	NA	NA	NA	NA	NA
25	18	9	647	TCGA-56-7223-01A-11D-2042-08	48	40	0.4619565	0.923913	LUSC	TCGA-56-7223-01	TCGA-56-7223-01A-11D-2041-01	505	LUSC	1.143277	16	10	26	-1.2231	-1.2231	0.9619565	0.76	2.77819130297644	0.83	NA	NA	NA	NA	NA	NA	NA
41	16	9	734	TCGA-56-7222-01A-11D-2042-08	47	52.5	0.3658537	0.7317073	LUSC	TCGA-56-7222-01	TCGA-56-7222-01A-11D-2041-01	499	LUSC	0.6291222	16	8	24	-0.5449	-0.5449	0.6804147	0.47	3.50297343868785	0.67	NA	NA	NA	NA	NA	NA	NA
18	5	5	572	TCGA-56-7221-01A-11D-2042-08	56.5	53	0.32	0.64	LUSC	TCGA-56-7221-01	TCGA-56-7221-01A-11D-2041-01	180	LUSC	0.5270586	14	6	20	-0.4413	-0.4413	0.5835293	0.41	3.53174379726085	0.63	NA	NA	NA	NA	NA	NA	NA
32	9	11	574	TCGA-56-6546-01A-11D-1817-08	75	65.5	0.2144875	0.428975	LUSC	TCGA-56-6546-01	TCGA-56-6546-01A-11D-1816-01	110	LUSC	0.2321449	4	5	9	-0.178	-0.178	0.33056	0.4	1.83537661798213	0.5	NA	NA	NA	NA	NA	NA	NA
19	5	11	503	TCGA-56-6545-01A-11D-1817-08	70	68	0.25	0.5	LUSC	TCGA-56-6545-01	TCGA-56-6545-01A-11D-1816-01	269	LUSC	0.2937844	10	13	23	-0.2292	-0.2292	0.3968922	0.34	3.40799332732481	0.47	NA	NA	NA	NA	NA	NA	NA
15	4	6	239	TCGA-56-5898-01A-11D-1632-08	50	47	0.2749173	0.5498347	LUSC	TCGA-56-5898-01	TCGA-56-5898-01A-11D-1631-01	281	LUSC	0.4213405	14	7	21	-0.3413	-0.3413	0.4855876	0.36	3.39637389860044	0.54	NA	NA	NA	NA	NA	NA	NA
6	0	0	99	TCGA-56-5897-01A-11D-1632-08	51	53	0.2	0.4	LUSC	TCGA-56-5897-01	TCGA-56-5897-01A-11D-1631-01	143	LUSC	0.3003944	8	4	12	-0.2348	-0.2348	0.3501972	0.22	3.55530085068834	0.49	NA	NA	NA	NA	NA	NA	NA
20	10	12	554	TCGA-56-1622-01A-01D-1521-08	66.5	97	0.4834815	0.9669629	LUSC	TCGA-56-1622-01	TCGA-56-1622-01A-01D-0685-01	272	LUSC	0.5362187	17	17	34	-0.4503	-0.4503	0.7515908	0.65	3.0137485096711	NA	NA	NA	NA	NA	NA	NA	NA
7	1	0	44	TCGA-55-A57B-01A-12D-A397-08	50	54	0.2053535	0.4107069	LUAD	TCGA-55-A57B-01	TCGA-55-A57B-01A-12D-A396-01	139	LUAD	0.2424083	9	11	20	-0.1864	-0.1864	0.3265576	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA
79	338	24	1118	TCGA-55-A4DG-01A-11D-A24D-08	38	53	0.2586207	0.5172414	LUAD	TCGA-55-A4DG-01	TCGA-55-A4DG-01A-11D-A24C-01	177	LUAD	0.8208886	19	7	26	-0.7623	-0.7623	0.669065	0.38	3.71389239200634	0.61	NA	NA	NA	NA	NA	NA	NA
21	7	12	1312	TCGA-55-A4DF-01A-11D-A24D-08	68	61	0.2450191	0.4900383	LUAD	TCGA-55-A4DF-01	TCGA-55-A4DF-01A-11D-A24C-01	279	LUAD	0.3714365	12	11	23	-0.2964	-0.2964	0.4307374	0.37	3.32893412121545	0.58	NA	NA	NA	NA	NA	NA	NA
14	6	8	498	TCGA-55-A494-01A-11D-A24P-08	63	55	0.369142	0.7382841	LUAD	TCGA-55-A494-01	TCGA-55-A494-01A-11D-A24O-01	174	LUAD	0.6337704	3	17	20	-0.5498	-0.5498	0.6860272	0.67	3.85647639879896	0.82	NA	NA	NA	NA	NA	NA	NA
44	402	4	254	TCGA-55-A493-01A-11D-A24D-08	28	40	0.1538462	0.3076923	LUAD	TCGA-55-A493-01	TCGA-55-A493-01A-11D-A24C-01	216	LUAD	0.1459245	7	7	14	-0.1093	-0.1093	0.3076923	0.23	2.20622653443486	0.46	NA	NA	NA	NA	NA	NA	NA
46	270	4	422	TCGA-55-A492-01A-11D-A24D-08	31	32	0.2222222	0.4444444	LUAD	TCGA-55-A492-01	TCGA-55-A492-01A-11D-A24C-01	101	LUAD	0.6729709	11	4	15	-0.5918	-0.5918	0.5587077	0.63	1.98745374913163	0.69	NA	NA	NA	NA	NA	NA	NA
28	14	13	621	TCGA-55-A491-01A-11D-A24D-08	58	58.5	0.2777778	0.5555556	LUAD	TCGA-55-A491-01	TCGA-55-A491-01A-11D-A24C-01	252	LUAD	0.5267523	15	9	24	-0.441	-0.441	0.5411539	0.25	5.14605584145066	0.6	NA	NA	NA	NA	NA	NA	NA
76	58	31	2373	TCGA-55-A490-01A-11D-A24D-08	47	51	0.3125	0.625	LUAD	TCGA-55-A490-01	TCGA-55-A490-01A-11D-A24C-01	512	LUAD	0.8325182	10	13	23	-0.7766	-0.7766	0.7287591	0.5	3.34796035266999	0.68	NA	NA	NA	NA	NA	NA	NA
5	2	0	79	TCGA-55-A48Z-01A-12D-A24P-08	66	81	0.1940522	0.3881044	LUAD	TCGA-55-A48Z-01	TCGA-55-A48Z-01A-12D-A24O-01	181	LUAD	0.6239814	15	11	26	-0.5395	-0.5395	0.5060429	0.43	2.62074704419259	0.57	NA	NA	NA	NA	NA	NA	NA
18	80	0	439	TCGA-55-A48Y-01A-11D-A24D-08	48	56	0.1842105	0.3684211	LUAD	TCGA-55-A48Y-01	TCGA-55-A48Y-01A-11D-A24C-01	418	LUAD	0.3756078	5	4	9	-0.3001	-0.3001	0.3720144	0.36	1.98280297893632	0.51	NA	NA	NA	NA	NA	NA	NA
16	43	8	431	TCGA-55-A48X-01A-11D-A24D-08	56	63	0.1666667	0.3333333	LUAD	TCGA-55-A48X-01	TCGA-55-A48X-01A-11D-A24C-01	65	LUAD	0.2555164	12	2	14	-0.1972	-0.1972	0.2944249	0.27	1.84971542839563	0.51	NA	NA	NA	NA	NA	NA	NA
9	2	0	11	TCGA-55-8621-01A-11D-2393-08	47.5	45	0.1280702	0.2561404	LUAD	TCGA-55-8621-01	TCGA-55-8621-01A-11D-2389-01	84	LUAD	0.05590327	0	0	0	-0.0409	-0.0409	0.2561404	1	2.00001110631688	0.35	NA	NA	NA	NA	NA	NA	NA
42	14	15	1063	TCGA-55-8620-01A-11D-2393-08	64	56	0.3481555	0.6963109	LUAD	TCGA-55-8620-01	TCGA-55-8620-01A-11D-2389-01	383	LUAD	0.3219334	8	16	24	-0.2532	-0.2532	0.5091222	0.51	2.77789531963147	0.68	NA	NA	NA	NA	NA	NA	NA
3	5	0	6	TCGA-55-8619-01A-11D-2393-08	50	35	0.1313939	0.2627877	LUAD	TCGA-55-8619-01	TCGA-55-8619-01A-11D-2389-01	64	LUAD	0.1411633	5	0	5	-0.1056	-0.1056	0.2627877	1	2.00002776579221	0.35	NA	NA	NA	NA	NA	NA	NA
128	1166	18	843	TCGA-55-8616-01A-11D-2393-08	33	41	0.1818182	0.3636364	LUAD	TCGA-55-8616-01	TCGA-55-8616-01A-11D-2389-01	164	LUAD	0.6583578	14	7	21	-0.576	-0.576	0.5109971	0.32	4.22822981413024	0.6	NA	NA	NA	NA	NA	NA	NA
13	2	2	266	TCGA-55-8615-01A-11D-2393-08	69	67	0.2948718	0.5897436	LUAD	TCGA-55-8615-01	TCGA-55-8615-01A-11D-2389-01	354	LUAD	0.527569	15	13	28	-0.4418	-0.4418	0.5586563	0.55	3.58186549472811	0.72	NA	NA	NA	NA	NA	NA	NA
15	13	2	372	TCGA-55-8614-01A-11D-2393-08	72	66.5	0.25	0.5	LUAD	TCGA-55-8614-01	TCGA-55-8614-01A-11D-2389-01	241	LUAD	0.4454468	16	9	25	-0.3635	-0.3635	0.4727234	0.3	4.10274009497012	0.54	NA	NA	NA	NA	NA	NA	NA
22	10	7	526	TCGA-55-8514-01A-11D-2393-08	61	63	0.3304348	0.6608696	LUAD	TCGA-55-8514-01	TCGA-55-8514-01A-11D-2389-01	258	LUAD	0.4195888	14	16	30	-0.3397	-0.3397	0.5402292	0.5	3.13588634239553	0.67	NA	NA	NA	NA	NA	NA	NA
2	0	0	2	TCGA-55-8513-01A-11D-2393-08	26	18	0.212963	0.4259259	LUAD	TCGA-55-8513-01	TCGA-55-8513-01A-11D-2389-01	30	LUAD	0.05886561	0	0	0	-0.0431	-0.0431	0.4259259	0.33	2.00019436054548	0.28	NA	NA	NA	NA	NA	NA	NA
16	83	2	63	TCGA-55-8512-01A-11D-2393-08	29	33	0.1651515	0.330303	LUAD	TCGA-55-8512-01	TCGA-55-8512-01A-11D-2389-01	127	LUAD	0.3603362	6	4	10	-0.2866	-0.2866	0.3453196	0.22	3.83843363170454	0.49	NA	NA	NA	NA	NA	NA	NA
31	14	15	907	TCGA-55-8511-01A-11D-2393-08	89	66	0.2121212	0.4242424	LUAD	TCGA-55-8511-01	TCGA-55-8511-01A-11D-2389-01	384	LUAD	0.3200713	12	8	20	-0.2516	-0.2516	0.3721569	0.36	2.05255675744415	0.53	NA	NA	NA	NA	NA	NA	NA
26	9	9	534	TCGA-55-8510-01A-11D-2393-08	72.5	69	0.225	0.45	LUAD	TCGA-55-8510-01	TCGA-55-8510-01A-11D-2389-01	181	LUAD	0.166119	3	6	9	-0.1251	-0.1251	0.45	0.35	1.90815409126172	0.47	NA	NA	NA	NA	NA	NA	NA
21	6	8	361	TCGA-55-8508-01A-11D-2393-08	60	67	0.2631579	0.5263158	LUAD	TCGA-55-8508-01	TCGA-55-8508-01A-11D-2389-01	181	LUAD	0.3123684	11	4	15	-0.245	-0.245	0.4193421	0.35	3.121733007474	0.59	NA	NA	NA	NA	NA	NA	NA
109	392	44	1885	TCGA-55-8507-01A-11D-2393-08	43	64.5	0.2881356	0.5762712	LUAD	TCGA-55-8507-01	TCGA-55-8507-01A-11D-2389-01	395	LUAD	0.4947533	18	13	31	-0.41	-0.41	0.5355122	0.5	3.06284176219487	0.69	NA	NA	NA	NA	NA	NA	NA
347	106	32	2753	TCGA-55-8506-01A-11D-2393-08	59	80	0.2813094	0.5626188	LUAD	TCGA-55-8506-01	TCGA-55-8506-01A-11D-2389-01	495	LUAD	0.5844134	10	6	16	-0.4986	-0.4986	0.5735161	0.4	4.01739415818838	0.62	NA	NA	NA	NA	NA	NA	NA
76	607	0	42	TCGA-55-8505-01A-11D-2393-08	17	24	0.1381579	0.2763158	LUAD	TCGA-55-8505-01	TCGA-55-8505-01A-11D-2389-01	130	LUAD	0.2315321	5	0	5	-0.1775	-0.1775	0.253924	0.34	1.67574663603545	0.46	NA	NA	NA	NA	NA	NA	NA
45	16	17	1058	TCGA-55-8302-01A-11D-2323-08	112	71	0.2075472	0.4150943	LUAD	TCGA-55-8302-01	TCGA-55-8302-01A-11D-2322-01	115	LUAD	0.4331142	10	9	19	-0.3521	-0.3521	0.4241043	0.4	1.998324612098	0.51	NA	NA	NA	NA	NA	NA	NA
33	10	11	385	TCGA-55-8301-01A-11D-2284-08	115	62	0.1716937	0.3433875	LUAD	TCGA-55-8301-01	TCGA-55-8301-01A-11D-2283-01	250	LUAD	0.1490063	4	4	8	-0.1117	-0.1117	0.3433875	0.26	2.52662045328211	0.48	NA	NA	NA	NA	NA	NA	NA
11	4	1	34	TCGA-55-8299-01A-11D-2284-08	87.5	52	0.1128871	0.2257742	LUAD	TCGA-55-8299-01	TCGA-55-8299-01A-11D-2283-01	118	LUAD	0.06370335	0	0	0	-0.0467	-0.0467	0.2257742	0.47	2.00023378797041	0.35	NA	NA	NA	NA	NA	NA	NA
14	2	4	175	TCGA-55-8208-01A-11D-2238-08	141	87	0.1319444	0.2638889	LUAD	TCGA-55-8208-01	TCGA-55-8208-01A-11D-2237-01	205	LUAD	0.1336753	0	1	1	-0.0998	-0.0998	0.2638889	0.35	2.05551048241953	0.44	NA	NA	NA	NA	NA	NA	NA
19	13	11	603	TCGA-55-8207-01A-11D-2238-08	75.5	74	0.3428571	0.6857143	LUAD	TCGA-55-8207-01	TCGA-55-8207-01A-11D-2237-01	214	LUAD	0.4551144	11	8	19	-0.3725	-0.3725	0.5704143	0.55	2.94354492532945	0.61	NA	NA	NA	NA	NA	NA	NA
5	1	0	45	TCGA-55-8206-01A-11D-2238-08	55	89	0.1884058	0.3768116	LUAD	TCGA-55-8206-01	TCGA-55-8206-01A-11D-2237-01	143	LUAD	0.3468702	5	14	19	-0.2748	-0.2748	0.3618409	0.4	3.20539966914282	0.55	NA	NA	NA	NA	NA	NA	NA
51	44	5	616	TCGA-55-8205-01A-11D-2238-08	68	69	0.1824584	0.3649168	LUAD	TCGA-55-8205-01	TCGA-55-8205-01A-11D-2237-01	211	LUAD	0.2053531	8	3	11	-0.1563	-0.1563	0.2851349	0.21	3.64949185823675	0.47	NA	NA	NA	NA	NA	NA	NA
9	4	4	320	TCGA-55-8204-01A-11D-2238-08	105	109	0.1677019	0.3354037	LUAD	TCGA-55-8204-01	TCGA-55-8204-01A-11D-2237-01	184	LUAD	0.3339866	10	3	13	-0.2636	-0.2636	0.3346952	0.23	3.69068851945577	0.48	NA	NA	NA	NA	NA	NA	NA
